exercise_type_id,step_id,step_text,step_next_step_id,format,score,is_first_step,possible_answer_id,possible_answer_next_step_id,answer_text,answer_interpretation
1488,13735,<p>How do you calculate the efficiency of a Carnot engine?</p>,,multi-choice,7,false,15804,13725,"<p><span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=\frac{\mathit{T_h}}{\mathit{T_c}}\:-\:1""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.23em"">1</span></span></span></span></p>",incorrect
1488,13736,<p>What is the entropy extracted from the hot reservoir?</p>,,multi-choice,5,false,15805,13727,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\Delta\mathit{S_h}\:=\:\frac{\mathit{Q_h}}{\mathit{T_h}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__cmr"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span></p>",correct
1488,13736,<p>What is the entropy extracted from the hot reservoir?</p>,,multi-choice,5,false,15806,13738,<p>I don't know.</p>,incorrect
1488,13736,<p>What is the entropy extracted from the hot reservoir?</p>,,multi-choice,5,false,15807,13738,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\Delta\mathit{S_h}=\:0""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.84em;vertical-align:-0.15em""></span><span class=""ML__base""><span class=""ML__cmr"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span></span></span></span>﻿</span></p>",incorrect
1488,13733,"<p>Considering that <span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{T_h}\:>\:\mathit{T_c}\:\Rightarrow\:\:\frac{\mathit{T_h}}{\mathit{T_c}}\:>\:1\:\Rightarrow""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">></span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-right:0.14em;margin-left:0.28em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⇒</span><span class=""mediumspace""></span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">1</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⇒</span></span></span></span> <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=1-\frac{\mathit{T_{h}}}{\mathit{T_{c}}}\:<\:0\:""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">1</span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mfrac"" style=""margin-left:0.23em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em""><</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""mediumspace""></span></span></span></span>﻿</span></p><p>This formula would give us a negative efficiency. </p>",13735,,,false,,,,
1488,13729,"<p>Since the total change in entropy during a cycle is zero, the extracted entropy from the hot reservoir and the expelled entropy to the cold reservoir must be equal.   </p>",13718,,,false,,,,
1488,13712,"<p>During an adiabatic step, there is no heat exchange with the environment. </p>",13724,,,false,,,,
1488,13717,"<p>During an isothermal compression, heat is expelled by the engine to the cold reservoir so the entropy expelled to the cold reservoir is <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\Delta\mathit{S_c}\:=\:\frac{\mathit{Q_c}}{\mathit{T_c}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__cmr"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span>﻿</span></p>",13729,,,false,,,,
1488,13711,"<p>This is correct, however, for a Carnot cycle we can write the efficiency as a function of the temperatures of the hot and cold reservoirs. </p>",13715,,,false,,,,
1488,13723,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=\frac{\mathit{Q_h}\:-\:\mathit{Q_c}}{\mathit{Q_h}}\:\Rightarrow\mathit{e}=1-\frac{\mathit{Q_{c}}}{\mathit{Q_{h}}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.25em;vertical-align:-0.88em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-left:0.23em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.89em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⇒</span><span class=""ML__mathit"" style=""margin-left:0.28em"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">1</span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mfrac"" style=""margin-left:0.23em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.89em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span></p>",13715,,,false,,,,
1488,13725,<p>The efficiency of an engine is the benefit/ cost ratio. </p>,13726,,,false,,,,
1488,13732,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=1-\frac{\mathit{T_{c}}}{\mathit{T_{h}}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">1</span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mfrac"" style=""margin-left:0.23em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span></p><p><br></p><p><span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{T_h}\:=\:400_{\placeholder{⬚}}^{\circ}C\:=\:673\:K""><span class=""ML__strut"" style=""height:0.73em""></span><span class=""ML__strut--bottom"" style=""height:0.98em;vertical-align:-0.24em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">4</span><span class=""ML__cmr"">00</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.73em""><span style=""top:-2.75em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span> </span></span></span></span><span style=""top:-3.41em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">∘</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.25em""></span></span></span></span></span><span class=""ML__cmr"">C</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">6</span><span class=""ML__cmr"">73</span><span class=""mediumspace""></span><span class=""ML__cmr"">K</span></span></span></span></p><p><br></p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{T_c}=\:30_{\placeholder{⬚}}^{\circ}C\:=\:303\:K""><span class=""ML__strut"" style=""height:0.73em""></span><span class=""ML__strut--bottom"" style=""height:0.98em;vertical-align:-0.24em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">3</span><span class=""ML__cmr"">0</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.73em""><span style=""top:-2.75em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span> </span></span></span></span><span style=""top:-3.41em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">∘</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.25em""></span></span></span></span></span><span class=""ML__cmr"">C</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">3</span><span class=""ML__cmr"">03</span><span class=""mediumspace""></span><span class=""ML__cmr"">K</span></span></span></span>﻿</span></p><p><br></p>",13716,,,false,,,,
1488,13728,"<p>That is not correct, please try again. </p>",13726,,,false,,,,
